"Season","Name","Team","WAR","playerid"
"1931","Ray Hayworth","DET","-0.3","1005537"
"2020","Jason Castro","- - -","0.3","8722"
"2011","Dayan Viciedo","CHW","0.0","3917"
"1992","Randy Ready","OAK","0.1","1010738"
"1927","Bob Barrett","BRO","-0.2","1000593"
"1883","Ecky Stearns","BAL","1.9","1012445"
"2007","David Dellucci","CLE","-0.3","1402"
"2010","David Eckstein","SDP","1.5","10"
"1969","Jerry May","PIT","0.9","1008302"
"1885","John Kerins","LOU","0.9","1006862"
"2015","Jerry Sands","CLE","0.1","4016"
"2008","Ross Gload","KCR","-1.6","1538"
"1991","Mario Diaz","TEX","-0.2","1003267"
"2008","Jose Castillo","- - -","-0.3","1866"
"1897","Jack Taylor","PHI","-0.3","1012878"
"1968","Rich Rollins","MIN","0.4","1011162"
"1963","Ken Harrelson","KCA","-1.0","1005389"
"1965","Tommie Reynolds","KCA","0.2","1010875"
"1871","Al Pratt","CLE","0.1","1010511"
"1946","Don Gutteridge","BOS","0.0","1005157"
"1983","Bobby Ramos","MON","0.2","1010675"
"1958","Vern Law","PIT","0.6","1007410"
"1947","Stan Rojek","BRO","0.3","1011155"
"1927","Rube Lutzke","CLE","-0.4","1007852"
"1982","Ron Washington","MIN","-0.3","1013658"
"1989","Juan Samuel","- - -","0.2","1011400"
"1978","John Tamargo","- - -","-0.3","1012816"
"2015","Marco Estrada","TOR","0.1","1118"
"2015","Adam Loewen","PHI","0.0","2134"
"2015","Jemile Weeks","BOS","0.1","2498"
"2015","C.J. Wilson","LAA","0.1","3580"
"2015","Justin De Fratus","PHI","0.0","4955"
"2015","Jesse Chavez","OAK","0.1","5448"
"2015","Taylor Jordan","WSN","0.1","10466"
"2015","Sean Gilmartin","NYM","0.1","12781"
"1987","Dickie Thon","HOU","0.1","1013033"
"1937","Jimmy Outlaw","CIN","0.2","1009909"
"1951","Wally Post","CIN","0.0","1010468"
"1899","Harry Davis","WAS","-0.2","1003053"
"1889","Fred Carl","LOU","-0.5","1001954"
"2019","Christin Stewart","DET","-1.3","17714"
"1997","Brooks Kieschnick","CHC","-0.1","389"
"1993","Greg Myers","CAL","-0.1","933"
"1895","Lou Bierbauer","PIT","0.9","1000953"
"1978","Jim Essian","OAK","2.1","1003835"
"1902","Tom McCreery","BRO","0.8","1008431"
"2003","Terrence Long","OAK","-0.3","927"
"1994","John Patterson","SFG","0.7","1010066"
"1899","Charlie Irwin","CIN","-0.1","1006278"
"1886","Jack Farrell","- - -","1.0","1003944"
"1884","Jerry Denny","PRO","2.8","1003209"
"1966","Jerry May","PIT","0.2","1008302"
"1975","Luis Melendez","STL","0.2","1008746"
"1975","Rick Burleson","BOS","1.8","1001696"
"2009","Robinzon Diaz","PIT","-0.3","3248"
"1952","Matt Batts","DET","0.4","1000677"
"1984","Doug Frobel","PIT","0.2","1004371"
"1976","Mario Guerrero","CAL","0.1","1005118"
"1950","Bob Addis","BSN","0.0","1000068"
"1968","Jim Maloney","CIN","0.8","1008039"
"1893","Bill Hutchison","CHI","-0.5","1006235"
"2007","Nelson Cruz","TEX","-0.1","2434"
"1958","Willie Tasby","BAL","0.0","1012832"
"1889","Phenomenal Smith","PHA","0.1","1012192"
"2015","Dariel Alvarez","BAL","0.1","15580"
"1999","Ryan Thompson","HOU","-0.1","713"
"1918","Doc Johnston","CLE","-0.3","1006446"
"1907","Lefty Davis","CIN","0.3","1003066"
"1911","Big Jeff Pfeffer","BSN","-0.2","1010262"
"1999","Mike Mordecai","MON","0.0","1385"
"2014","Jarrod Dyson","KCR","2.4","4866"
"1920","Tommy Griffith","BRO","-0.6","1005053"
"1982","Jim Smith","PIT","0.0","1012163"
"1950","Bruce Edwards","BRO","0.0","1003683"
"1999","Luis Alicea","TEX","-0.1","584"
"1981","Lenn Sakata","BAL","0.6","1011375"
"1999","Larry Sutton","KCR","-0.5","939"
"2010","Angel Sanchez","- - -","-0.7","3492"
"2020","Jordan Luplow","CLE","0.4","16424"
"1956","Andy Carey","NYY","0.4","1001943"
"1917","Rollie Zeider","CHC","0.6","1014428"
"2004","Hector Luna","STL","0.1","1874"
"1968","Jim Lefebvre","LAD","1.0","1007473"
"1902","Charlie Dexter","- - -","0.5","1003259"
"1968","Bernie Allen","WAS","0.5","1000132"
"1962","Lee Walls","LAD","0.1","1013563"
"1980","Pete Mackanin","MIN","0.8","1007912"
"1909","Wid Conroy","WAS","1.9","1002544"
"1993","Rico Rossy","KCR","0.2","1011236"
"1887","Tony Mullane","CIN","0.1","1009291"
"1883","Joe Gerhardt","LOU","1.8","1004629"
"1891","Tommy Dowd","- - -","-1.5","1003443"
"1879","John Ward","PRO","1.9","1013615"
"1998","Larry Sutton","KCR","-0.8","939"
"2017","Wilmer Difo","WSN","0.9","14320"
"1985","Billy Hatcher","CHC","-0.5","1005486"
"2015","Oswaldo Arcia","MIN","-0.4","10306"
"1999","Wiki Gonzalez","SDP","0.4","1033"
"1973","Jesus Alou","- - -","0.1","1000178"
"1953","Kite Thomas","- - -","-0.1","1012982"
"1917","Johnny Evers","- - -","1.1","1003876"
"2001","Alex Gonzalez","FLA","0.4","520"
"2003","Tomas Perez","PHI","-0.2","965"
"1929","Heinie Schuble","DET","-1.8","1011621"
"1974","Roric Harrison","ATL","0.3","1005430"
"1884","John Crowley","PHI","-0.1","1002828"
"1966","Del Crandall","CLE","0.5","1002729"
"1997","Tom Goodwin","- - -","-0.2","1114"
"1934","Lou Legett","BOS","0.0","1007480"
"1884","Podge Weihe","IND","0.5","1013733"
"2008","Jason Kendall","MIL","1.9","993"
"1982","Derrel Thomas","LAD","0.1","1012971"
"1991","Jerald Clark","SDP","1.0","1002289"
"1880","Hardy Richardson","BUF","1.0","1010909"
"1965","Charley Smith","NYM","2.0","1012112"
"2013","Lonnie Chisenhall","CLE","0.6","7571"
"1884","Steve Matthias","CUN","1.0","1008257"
"1996","Mark Lemke","ATL","1.5","1007516"
"2017","Brandon Guyer","CLE","-0.1","2636"
"1907","Art Hoelskoetter","STL","0.2","1005894"
"1968","Leon McFadden","HOU","0.2","1008486"
"1964","Billy Cowan","CHC","0.5","1002688"
"1941","Al Rubeling","PHA","-0.1","1011275"
"1944","Jake Wade","CHW","0.2","1013472"
"2008","Chris Gomez","PIT","-0.2","1208"
"1877","George Wright","BSN","1.7","1014277"
"1992","Dave Cochrane","SEA","-0.3","1002381"
"1916","Pete Alexander","PHI","1.0","1000128"
"1964","Gordy Coleman","CIN","0.3","1002422"
"1932","Jackie Hayes","CHW","-0.2","1005528"
"1956","Alex Grammas","- - -","0.7","1004941"
"1959","Jim Pendleton","CIN","0.0","1010156"
"1903","Rudy Hulswitt","PHI","-0.5","1006177"
"1920","Larry Kopf","CIN","0.8","1007105"
"1933","Hal Rhyne","CHW","0.0","1010889"
"1979","Vic Correll","CIN","0.0","1002639"
"1993","Dickie Thon","MIL","-0.3","1013033"
"1977","George Mitterwald","CHC","1.1","1009012"
"1986","Terry Puhl","HOU","0.2","1010562"
"2005","Deivi Cruz","- - -","0.0","1025"
"2009","Tommy Everidge","OAK","-0.4","7596"
"1982","Bob Boone","CAL","3.2","1001183"
"1972","Toby Harrah","TEX","0.7","1005384"
"2019","Harrison Bader","STL","1.8","18030"
"2003","Geoff Blum","HOU","0.5","550"
"1888","Jay Faatz","CLE","1.7","1003888"
"1996","Jorge Fabregas","CAL","-0.2","12"
"1975","Tony Muser","- - -","-0.2","1009403"
"2002","Kevin Orie","CHC","0.2","1616"
"1872","Ezra Sutton","CLE","-0.1","1012746"
"2016","Jake Elmore","MIL","-0.5","7290"
"1973","Keith Marshall","KCR","0.0","1008142"
"1983","Luis Salazar","SDP","1.2","1011378"
"1951","Sam Chapman","- - -","-1.0","1002152"
"1957","Felix Mantilla","MIL","0.0","1008081"
"1890","Guy Hecker","PIT","-0.1","1005573"
"1978","Ted Martinez","LAD","0.0","1008199"
"1879","Jack Farrell","- - -","0.7","1003944"
"1909","Amby McConnell","BOS","1.9","1008405"
"1927","Howard Freigau","CHC","-0.1","1004332"
"1912","Larry Cheney","CHC","0.5","1002176"
"2017","Jose Osuna","PIT","-0.6","12937"
"2010","Matt Tolbert","MIN","0.4","7365"
"1915","George Cutshaw","BRO","1.0","1002913"
"1938","Skeeter Newsome","PHA","-0.2","1009548"
"1982","Ron Oester","CIN","0.0","1009739"
"1907","Danny Shay","NYG","0.1","1011827"
"2008","Brad Thompson","STL","0.2","4911"
"1958","Frank House","KCA","0.3","1006059"
"2018","Wade LeBlanc","SEA","0.1","5221"
"2018","Matt Grace","WSN","0.0","11449"
"2018","Deck McGuire","- - -","0.0","11596"
"2018","Taylor Davis","CHC","0.0","12782"
"2018","Marcus Stroman","TOR","0.0","13431"
"2018","Brad Keller","KCR","0.0","15734"
"2018","Jeff Brigham","MIA","0.1","16631"
"2018","Daniel Mengden","OAK","0.0","16980"
"2018","Jung Ho Kang","PIT","0.0","17182"
"2018","P.J. Conlon","NYM","0.0","18213"
"2005","Sammy Sosa","BAL","-1.4","302"
"1882","Ned Hanlon","DET","1.9","1005314"
"1985","Brad Komminsk","ATL","0.4","1007092"
"1888","Cub Stricker","CLE","1.5","1012613"
"1925","Ike Caveney","CIN","1.2","1002094"
"2010","Franklin Gutierrez","SEA","2.2","3255"
"1908","Sammy Strang","NYG","-0.1","1012599"
"1933","Andy High","CIN","0.1","1005795"
"1915","Jimmy Walsh","PHA","0.3","1013573"
"1890","George Townsend","BAL","0.0","1013144"
"1933","Dolly Gray","SLB","0.2","1004969"
"1978","Mario Guerrero","OAK","0.3","1005118"
"1939","Cy Blanton","PIT","0.1","1001055"
"1916","Oscar Stanage","DET","0.4","1012394"
"1903","Klondike Douglass","PHI","-0.7","1003434"
"1973","Luis Aparicio","BOS","2.4","1000278"
"1964","Leo Burke","CHC","0.1","1001688"
"1981","Alan Bannister","CLE","-0.1","1000515"
"1973","Greg Gross","HOU","0.1","1005086"
"1960","Faye Throneberry","WAS","-0.4","1013046"
"2003","Jamey Carroll","MON","-0.2","1591"
"1885","Oyster Burns","BAL","0.7","1001716"
"1982","Doug Frobel","PIT","0.0","1004371"
"1932","Muddy Ruel","DET","-0.1","1011290"
"2001","Mike Lansing","BOS","-0.3","1007334"
"2012","Drew Pomeranz","COL","0.3","11426"
"1967","Danny Cater","KCA","0.4","1002079"
"1915","Roger Peckinpaugh","NYY","2.2","1010116"
"1952","Wally Westlake","- - -","-0.2","1013807"
"1999","Brian Banks","MIL","-0.9","1589"
"1882","Oscar Walker","STL","1.7","1013530"
"1979","Roy Staiger","NYY","0.0","1012385"
"1939","Bennie Warren","PHI","0.0","1013639"
"2000","John Flaherty","TBD","0.1","1206"
"1875","Charlie Hautz","SLR","0.5","1005506"
"2011","Hector Sanchez","SFG","-0.2","10289"
"1941","Paul Busby","PHI","0.0","1001744"
"1998","Lenny Harris","- - -","-0.2","1394"
"1909","Wally Clement","- - -","0.2","1002341"
"1901","Jack Cronin","DET","0.0","1002794"
"1890","Charlie Stecher","PHA","0.0","1012447"
"2004","Jose Molina","ANA","1.1","25"
"1987","John Christensen","SEA","-0.2","1002214"
"1934","George Darrow","PHI","0.1","1002994"
"1985","Dan Driessen","- - -","-0.3","1003501"
"1982","Broderick Perkins","SDP","0.7","1010190"
"2000","Tarrik Brock","CHC","0.0","1001459"
"1925","Ray Knode","CLE","-0.4","1007046"
"1914","Rube Bressler","PHA","0.1","1001398"
"2002","John Flaherty","TBD","0.7","1206"
"1904","Hooks Wiltse","NYG","0.4","1014116"
"1983","Glenn Hoffman","BOS","0.1","1005905"
"1988","Dave Anderson","LAD","1.1","1000223"
"1944","Jo-Jo White","- - -","-0.1","1013881"
"2001","Damian Jackson","SDP","0.6","471"
"1932","Izzy Goldstein","DET","0.1","1004811"
"1967","Don Buford","CHW","2.6","1001636"
"1893","Tony Mullane","- - -","-0.3","1009291"
"2009","Don Kelly","DET","0.0","2216"
"2005","John Buck","KCR","0.9","2041"
"1931","Jimmie Reese","NYY","-0.2","1010775"
"1988","Tom Pagnozzi","STL","0.1","1009960"
"1941","Chuck Aleno","CIN","0.2","1000119"
"1905","Pat Moran","BSN","0.5","1009152"
"1874","John Peters","CHI","1.0","1010232"
"1912","Claud Derrick","PHA","0.1","1003221"
"1974","Felix Millan","NYM","-0.3","1008867"
"1885","Bid McPhee","CIN","2.3","1008675"
"1903","Rip Reagan","CIN","0.0","1010739"
"2002","Corey Patterson","CHC","0.2","300"
"2004","Jacob Cruz","CIN","-0.7","463"
"2011","Justin Ruggiano","TBR","0.4","7620"
"1916","Dave Bancroft","PHI","3.2","1000503"
"1898","Doc Casey","WAS","0.1","1002038"
"2002","Cristian Guzman","MIN","1.1","728"
"1975","Bucky Dent","CHW","1.2","1003212"
"1932","Tim McKeithan","PHA","0.0","1008588"
"1953","Bud Sheely","CHW","0.1","1011849"
"1990","Keith Miller","NYM","0.1","1008910"
"1982","Roy Howell","MIL","-0.7","1006104"
"1884","Jake Evans","CLE","1.6","1003866"
"1931","Bob Weiland","CHW","0.2","1013735"
"1999","Quinton McCracken","TBD","-1.2","1377"
"1989","Brady Anderson","BAL","0.1","364"
"1978","Chico Ruiz","ATL","0.0","1011299"
"1906","Phil Lewis","BRO","1.1","1007586"
"1884","Frank Mountain","COL","0.9","1009267"
"2020","Matt Carpenter","STL","0.3","8090"
"1997","Rey Sanchez","- - -","-0.3","213"
"2015","Travis Snider","- - -","0.1","2830"
"2005","Henry Blanco","CHC","0.6","81"
"2008","Kendrys Morales","LAA","-0.5","8610"
"1905","Harry Arndt","STL","-0.2","1000315"
"1971","Darrell Porter","MIL","0.5","1010450"
"1958","Jim Piersall","BOS","1.5","1010340"
"1990","Steve Sax","NYY","1.1","1011481"
"1959","Bud Daley","KCA","0.7","1002942"
"1953","Carl Sawatski","CHC","0.1","1011475"
"1910","Jimmy Austin","NYH","1.4","1000372"
"1979","Bill Russell","LAD","0.2","1011311"
"1896","Bill Keister","BAL","-0.1","1006763"
"2010","Ronny Paulino","FLA","0.4","2129"
"1975","Joe Ferguson","LAD","0.8","1003990"
"2014","Grady Sizemore","- - -","-0.4","2197"
"1976","Frank Taveras","PIT","2.7","1012852"
"2003","Damian Rolls","TBD","1.9","1222"
"2002","Rey Sanchez","BOS","1.1","213"
"1974","Bruce Miller","SFG","0.5","1008878"
"1977","Luis Gomez","MIN","0.1","1004823"
"2011","Aaron Miles","LAD","0.7","1844"
"2003","Carl Crawford","TBD","1.9","1201"
"2008","Miguel Cairo","SEA","0.2","1412"
"1987","Shane Mack","SDP","0.3","1007928"
"1976","Jim Wohlford","KCR","1.1","1014179"
"1941","Pee Wee Reese","BRO","2.1","1010776"
"2014","Chris Colabello","MIN","-0.6","13051"
"1929","Leo Durocher","NYY","0.8","1003596"
"1977","Von Joshua","MIL","-2.1","1006629"
"1998","Adrian Brown","PIT","0.3","985"
"1894","Dad Clarke","NYG","0.0","1002273"
"1963","Don Blasingame","- - -","0.5","1001056"
"2009","Brian Barden","STL","0.1","4429"
"2005","John McDonald","- - -","1.0","395"
"1958","Luis Aparicio","CHW","3.6","1000278"
"2016","Chris Hatcher","LAD","0.0","3299"
"2016","Hector Santiago","- - -","0.0","4026"
"2016","Martin Perez","TEX","0.0","6902"
"2016","Wilfredo Boscan","PIT","0.0","7655"
"2016","Christian Bergman","COL","0.0","10925"
"2016","Yordano Ventura","KCR","0.0","11855"
"2016","Lance McCullers Jr.","HOU","0.0","14120"
"1965","Tommy McCraw","CHW","0.8","1008428"
"1945","Mayo Smith","PHA","-0.6","1012177"
"1997","Luis Rivera","HOU","-0.1","1011003"
"1979","Roger Metzger","SFG","0.6","1008812"
"1993","Leo Gomez","BAL","0.3","1004822"
"1977","Willie Norwood","MIN","0.0","1009648"
"2016","Eric Fryer","- - -","0.2","8145"
"1922","Frank Mack","CHW","0.1","1007920"
"2010","Craig Counsell","MIL","0.4","52"
"1914","Steve O'Neill","CLE","0.6","1009820"
"1996","Ozzie Timmons","CHC","0.0","1013072"
"1895","Jack Boyle","PHI","-2.1","1001289"
"1932","Tom Oliver","BOS","-0.7","1009780"
"1952","Billy Hitchcock","PHA","-0.2","1005860"
"1958","Elmer Valo","LAD","-0.7","1013335"
"1969","Johnny Roseboro","MIN","0.4","1011199"
"1990","Stan Jefferson","- - -","0.0","1006382"
"2014","Gregory Polanco","PIT","0.5","12907"
"1937","Elden Auker","DET","0.5","1000366"
"1887","Pat Dealy","WAS","0.4","1003104"
"1915","Larry Pratt","- - -","0.1","1010514"
"1979","Rick Cerone","TOR","0.5","1002105"
"2005","Joey Gathright","TBD","1.4","3913"
"1943","Walter Signer","CHC","0.1","1011964"
"1931","Van Mungo","BRO","0.1","1009321"
"1983","Jim Essian","CLE","0.2","1003835"
"1998","Gabe Alvarez","DET","-1.0","1000194"
"1964","Pete Rose","CIN","0.7","1011217"
"1945","Red Borom","DET","0.3","1001206"
"1902","Oscar Streit","CLE","0.1","1012608"
"2020","Jake Cave","MIN","0.5","14477"
"1878","King Kelly","CIN","0.9","1006806"
"1916","Rowdy Elliott","CHC","0.2","1003744"
"1993","Phil Hiatt","KCR","-0.9","1005763"
"1975","Gorman Thomas","MIL","-0.2","1012979"
"1977","Larry Bowa","PHI","3.1","1001243"
"1976","Derrel Thomas","SFG","-0.7","1012971"
"1992","Pete O'Brien","SEA","-0.7","1009700"
"1976","Chet Lemon","CHW","-0.1","1007518"
"1991","Dave Parker","- - -","-1.2","1010000"
"1989","Dave Gallagher","CHW","-0.6","1004448"
"1944","Roland Gladu","BSN","-0.2","1004755"
"1974","Chris Arnold","SFG","-0.3","1000318"
"1976","Charlie Moore","MIL","0.3","1009099"
"1997","Damian Jackson","- - -","0.0","471"
"1979","Jeff Newman","OAK","0.6","1009543"
"1907","Jiggs Donahue","CHW","2.9","1003370"
"1945","John Antonelli","- - -","-1.2","1000276"
"1900","Harvey Bailey","BSN","0.0","1000424"
"2006","Chris Duffy","PIT","0.8","3605"
"1930","Jonah Goldman","CLE","-1.1","1004807"
"2012","Mike Carp","SEA","-0.1","7480"
"1979","Jim Anderson","CAL","0.5","1000231"
"1980","Joe Strain","SFG","0.1","1012592"
"1991","Greg Briley","SEA","-1.3","1001431"
"1982","Dave Collins","NYY","-0.8","1002449"
"1997","Danny Bautista","ATL","0.5","47"
"1935","Joe Glenn","NYY","0.0","1004782"
"1923","Gene Robertson","SLB","-0.7","1011035"
"1921","Everett Scott","BOS","1.2","1011679"
"1929","Carey Selph","STL","-0.1","1011739"
"1971","Bill Sudakis","LAD","0.3","1012668"
"1983","Wayne Tolleson","TEX","0.8","1013103"
"1891","Joe Quinn","BSN","0.2","1010607"
"1884","Bill Hawes","COR","1.5","1005509"
"2011","Rick Ankiel","WSN","1.2","1142"
"1928","Moe Berg","CHW","0.1","1000880"
"1873","Count Gedney","NYM","1.8","1004593"
"2011","Conor Jackson","- - -","-0.4","5997"
"2018","Dansby Swanson","ATL","1.8","18314"
"1984","Omar Moreno","NYY","-0.3","1009167"
"1998","Pat Meares","MIN","-0.1","1008712"
"1980","Ken Henderson","CHC","-0.1","1005634"
"1977","Bucky Dent","NYY","2.7","1003212"
"1990","Ozzie Smith","STL","3.1","1012186"
"1957","Jim Landis","CHW","1.0","1007296"
"1969","Oscar Gamble","CHC","-0.7","1004473"
"1967","Rich Rollins","MIN","-0.2","1011162"
"1882","Jack Farrell","PRO","2.4","1003944"
"1926","Mike Gonzalez","CHC","0.0","1004841"
"1965","Joe Christopher","NYM","-0.4","1002213"
"2010","Bryan Anderson","STL","-0.2","9871"
"1960","Dick McAuliffe","DET","-0.1","1008331"
"1957","Jim Bolger","CHC","-0.1","1001144"
"2001","Jolbert Cabrera","CLE","0.0","373"
"1940","Rip Russell","CHC","-0.6","1011322"
"1944","Steve Mesner","CIN","0.2","1008798"
"1947","Eddie Yost","WAS","-0.8","1014357"
"1972","Dave Rader","SFG","1.5","1010636"
"1971","Joe Keough","KCR","-0.5","1006856"
"1952","Chico Carrasquel","CHW","0.6","1001984"
"1922","Al Nixon","BSN","-0.5","1009606"
"1955","Jack Shepard","PIT","0.3","1011864"
"1930","Luke Sewell","CLE","-0.5","1011767"
"1908","Wilbur Murdoch","STL","-0.1","1009341"
"1915","Pete Schneider","CIN","0.6","1011597"
"1974","Ken Rudolph","SFG","0.4","1011288"
"1966","Jerry Zimmerman","MIN","0.5","1014445"
"1959","Bob Schmidt","SFG","0.2","1011576"
"1968","Gary Sutherland","PHI","0.5","1012739"
"1999","Damon Buford","BOS","0.6","1001635"
"1993","Bip Roberts","CIN","-0.2","1011023"
"1922","Otto Miller","BRO","-0.3","1008918"
"1915","Art Fletcher","NYG","3.5","1004149"
"1958","Hobie Landrith","STL","0.0","1007300"
"1905","Hobe Ferris","BOS","2.0","1004013"
"2016","Travis Jankowski","SDP","1.4","13768"
"1995","Dan Masteller","MIN","-0.7","1008227"
"1993","Juan Bell","- - -","-0.5","1000813"
"1897","Abbie Johnson","LOU","-0.7","1006417"
"1963","Bob Perry","LAA","0.2","1010208"
"1964","Ken McBride","LAA","0.4","1008344"
"1999","Patrick Lennon","TOR","-0.3","1007527"
"2016","Matt Duffy","- - -","0.9","13836"
"1974","Winston Llenas","CAL","0.0","1007679"
"1975","John Hale","LAD","0.8","1005223"
"1982","Bob Dernier","PHI","1.7","1003220"
"1936","Calvin Chapman","CIN","-0.4","1002142"
"1949","Ralph Weigel","WAS","0.0","1013732"
"1995","Steve Decker","FLA","0.3","1003129"
"1955","Wes Westrum","NYG","0.4","1013812"
"1888","John Kerins","LOU","0.2","1006862"
"2011","Andres Torres","SFG","2.1","1488"
"1938","Ray Mueller","BSN","0.4","1009283"
"1931","Bill Hunnefield","- - -","-0.4","1006191"
"1985","Dave Concepcion","CIN","0.9","1002494"
"1981","Sal Butera","MIN","1.0","1001765"
"1953","Hobie Landrith","CIN","0.3","1007300"
"1997","Orlando Miller","DET","0.3","1008917"
"1903","Ed Abbaticchio","BSN","-0.8","1000005"
"1901","Joe Quinn","WAS","-0.2","1010607"
"2010","Melky Cabrera","ATL","-1.5","4022"
"1954","Dick Kryhoski","BAL","-0.1","1007187"
"1885","Pop Smith","PIT","3.5","1012193"
"1979","U L Washington","KCR","0.5","1013659"
"2010","Aaron Hill","TOR","1.2","6104"
"1972","John Kennedy","BOS","-0.5","1006844"
"2008","Jeff Clement","SEA","-0.4","4652"
"2004","Humberto Quintero","SDP","0.1","1824"
"1919","Johnny Rawlings","BSN","0.4","1010720"
"1944","Ray Mack","CLE","0.4","1007926"
"1955","Bruce Edwards","WAS","0.1","1003683"
"2013","Tyler Pastornicky","ATL","0.1","6777"
"1999","Lyle Mouton","MIL","-0.1","1009269"
"1987","Fred Manrique","CHW","1.3","1008076"
"1948","Gene Mauch","- - -","-0.2","1008271"
"1898","Jack O'Connor","CLE","0.4","1009713"
"1886","Paul Radford","KCC","0.0","1010640"
"1941","Frenchy Bordagaray","NYY","-0.2","1001197"
"1902","Tom Daly","CHW","0.3","1002957"
"2013","Johnny Giavotella","KCR","0.2","6740"
"1974","Buck Martinez","KCR","-0.1","1008156"
"1907","Wid Conroy","NYH","1.0","1002544"
"1996","Jose Hernandez","CHC","0.0","688"
"1964","Larry Brown","CLE","1.5","1001536"
"1907","Tom Jones","SLB","1.3","1006599"
"1950","Al Evans","WAS","0.0","1003857"
"2015","Dalton Pompey","TOR","0.1","12797"
"2003","Rene Reyes","COL","0.6","1774"
"1914","Germany Schaefer","WAS","0.1","1011506"
"1993","Jon Shave","TEX","-0.1","1011815"
"2007","Jay Payton","BAL","-0.7","890"
"1966","Zoilo Versalles","MIN","1.7","1013417"
"1904","Lew Ritter","BRO","1.0","1010993"
"2016","David Lough","PHI","0.0","7215"
"1946","Ralph Hodgin","CHW","-0.3","1005888"
"1907","John Warner","WAS","0.9","1013636"
"1945","Jim Mallory","- - -","-0.2","1008029"
"2017","Franklin Gutierrez","LAD","-0.2","3255"
"1997","Ruben Amaro","PHI","0.4","1000207"
"1964","Dick Williams","BOS","0.2","1013991"
"2015","Jeff Baker","MIA","-0.2","2073"
"1989","Devon White","CAL","3.5","1013862"
"1932","Johnny Schulte","- - -","0.0","1011640"
"1926","Emil Yde","PIT","0.3","1014328"
"1967","Tom Satriano","CAL","1.1","1011454"
"1965","Russ Snyder","BAL","1.3","1012256"
"1909","Peaches Graham","BSN","0.3","1004933"
"1998","Al Martin","PIT","-0.8","1167"
"1906","Bill Coughlin","DET","0.9","1002668"
"1887","Lou Bierbauer","PHA","0.7","1000953"
"1908","Fred Stem","BSN","-0.1","1012479"
"1933","Russ Van Atta","NYY","0.4","1013337"
"1974","Dick McAuliffe","BOS","0.1","1008331"
"1953","Clint Courtney","SLB","0.2","1002676"
"1996","Domingo Cedeno","- - -","-0.5","1002101"
"1934","Bob O'Farrell","- - -","0.0","1009740"
"1981","Lamar Johnson","CHW","-0.3","1006481"
"2012","Matt Adams","STL","-0.3","9393"
"1943","Joe Hoover","DET","-0.2","1006009"
"1968","Elston Howard","BOS","0.2","1006079"
"1912","Tex Erwin","BRO","-0.3","1003817"
"1888","George Gore","NYG","0.3","1004879"
"2011","Tony Gwynn","LAD","1.6","6141"
"2012","Jonathan Herrera","COL","0.1","4182"
"2018","Nicky Delmonico","CHW","-0.3","13157"
"1983","Bob Skube","MIL","0.1","1012045"
"1912","Cuke Barrows","CHW","0.0","1000607"
"2001","Tom Lampkin","SEA","0.7","1043"
"1995","Rey Sanchez","CHC","0.3","213"
"2016","Noah Syndergaard","NYM","0.8","11762"
"1973","Johnny Edwards","HOU","0.3","1003689"
"2014","Ruben Tejada","NYM","1.5","5519"
"1996","Turner Ward","MIL","-0.1","1013625"
"1967","Clarence Jones","CHC","-0.1","1006541"
"1942","Danny Murtaugh","PHI","0.5","1009402"
"1954","Mickey Owen","BOS","0.1","1009919"
"1931","Ben Sankey","PIT","0.4","1011436"
"1890","Larry Twitchell","- - -","-1.6","1013243"
"2003","Toby Hall","TBD","1.3","1210"
"2014","Austin Jackson","- - -","1.1","9848"
"2012","Chris Parmelee","MIN","-0.2","2554"
"1940","Jimmy Pofahl","WAS","-0.4","1010409"
"2017","Troy Tulowitzki","TOR","0.1","3531"
"1949","Joe Lafata","NYG","-0.6","1007248"
"1980","Enos Cabell","HOU","-0.4","1001804"
"1943","Nap Reyes","NYG","-0.6","1010859"
"2017","Michael Pineda","NYY","0.1","5372"
"2017","Jake Odorizzi","TBR","0.1","6397"
"2017","Chris Rusin","COL","0.1","9895"
"2017","Kevin Shackelford","CIN","0.0","11012"
"2017","Jackson Stephens","CIN","0.1","14420"
"2017","Rob Zastryzny","CHC","0.0","15094"
"2017","Matthew Boyd","DET","0.0","15440"
"1964","Ron Campbell","CHC","-0.1","1001890"
"1935","Billy Jurges","CHC","2.6","1006653"
"1899","Harvey Bailey","BSN","0.1","1000424"
"2002","Wes Helms","ATL","0.0","94"
"1969","Julio Gotay","HOU","0.5","1004897"
"2019","Harold Castro","DET","-0.3","14691"
"1875","Al Reach","PHN","-0.1","1010736"
"1977","Pat Rockett","ATL","-2.2","1011092"
"1911","Bobby Wallace","SLB","0.8","1013542"
"1986","Mark Salas","MIN","0.2","1011376"
"1965","Bob Gibson","STL","1.2","1004662"
"2014","Tommy La Stella","ATL","0.2","12371"
"1939","Bob Feller","CLE","0.6","1003975"
"1969","Ellie Rodriguez","KCR","0.9","1011104"
"1998","Jose Vizcaino","LAD","0.3","577"
"1910","Earle Gardner","NYH","-0.2","1004522"
"1914","Cy Williams","CHC","-0.1","1013981"
"2003","Dave Roberts","LAD","1.3","670"
"1973","Dave Rader","SFG","0.4","1010636"
"1953","Tommy Giordano","PHA","0.0","1004744"
"1890","Charley Radbourn","BSR","-0.4","1010631"
"1989","Stan Javier","OAK","0.5","1006372"
